State,City,PM25,PM10,NO2,SO2,CO,O3,health_risk
Odisha,Brajrajnagar,61.29,133.85,20.97,6.7,2.88,21.74,High
Odisha,Brajrajnagar,47.47,122.49,22.48,6.58,1.19,11.4,High
Odisha,Brajrajnagar,68.52,151.34,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,45.67,93.26,21.69,9.16,0.0,30.84,Moderate
Odisha,Brajrajnagar,56.61,119.58,21.69,9.16,0.0,30.84,Moderate
Odisha,Brajrajnagar,75.78,173.2,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,78.6,189.46,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,66.08,147.09,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,70.12,143.64,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,44.97,79.3,15.39,6.87,1.92,35.25,Moderate
Odisha,Brajrajnagar,45.14,90.69,21.23,7.85,1.92,33.42,Moderate
Odisha,Brajrajnagar,39.41,101.91,20.62,7.02,2.36,20.35,High
Odisha,Brajrajnagar,44.87,146.4,23.41,6.85,3.17,19.72,High
Odisha,Brajrajnagar,46.98,128.69,19.09,5.74,3.01,14.7,High
Odisha,Brajrajnagar,58.45,138.62,20.3,7.38,3.17,17.3,High
Odisha,Brajrajnagar,47.05,109.8,18.44,7.84,2.55,20.57,High
Odisha,Brajrajnagar,36.04,69.37,3.01,2.41,0.02,30.84,Moderate
Odisha,Brajrajnagar,34.15,96.5,19.74,8.34,1.43,41.24,Moderate
Odisha,Brajrajnagar,40.9,80.06,18.4,7.32,1.48,23.83,Moderate
Odisha,Brajrajnagar,14.37,46.73,16.28,7.76,1.52,35.05,Low
Odisha,Brajrajnagar,33.62,67.57,19.75,6.66,3.12,16.79,Moderate
Odisha,Brajrajnagar,48.57,13.11,14.14,8.36,2.15,19.28,Moderate
Odisha,Brajrajnagar,32.78,74.12,17.04,7.46,3.06,24.42,Moderate
Odisha,Brajrajnagar,51.53,110.34,23.39,7.39,2.17,21.96,High
Odisha,Brajrajnagar,36.15,72.44,17.47,7.65,2.01,23.08,Moderate
Odisha,Brajrajnagar,26.6,77.51,16.16,6.7,2.92,14.34,Moderate
Odisha,Brajrajnagar,8.32,60.9,16.96,8.06,3.25,17.26,Moderate
Odisha,Brajrajnagar,48.94,101.94,14.56,6.55,0.89,3.53,Moderate
Odisha,Brajrajnagar,58.33,112.5,12.95,6.91,0.99,41.28,Moderate
Odisha,Brajrajnagar,52.66,139.95,18.81,6.98,3.16,39.35,High
Odisha,Brajrajnagar,26.52,60.92,14.67,7.6,1.36,30.39,Low
Odisha,Brajrajnagar,21.72,43.69,9.22,23.41,0.13,31.02,Low
Odisha,Brajrajnagar,18.76,63.23,13.6,5.88,0.53,37.25,Low
Odisha,Brajrajnagar,20.0,49.38,10.29,5.09,0.57,39.25,Low
Odisha,Brajrajnagar,18.48,32.91,21.69,9.16,0.0,30.84,Low
Odisha,Brajrajnagar,26.35,51.33,17.14,3.04,0.98,24.87,Low
Odisha,Brajrajnagar,29.42,61.09,12.38,3.98,1.81,11.32,Low
Odisha,Brajrajnagar,39.47,82.32,15.57,3.87,1.86,16.14,Moderate
Odisha,Brajrajnagar,28.0,53.35,14.19,3.49,1.4,13.64,Low
Odisha,Brajrajnagar,26.98,47.39,14.88,2.37,1.85,9.75,Low
Odisha,Brajrajnagar,43.88,61.27,12.2,2.3,1.91,9.45,Moderate
Odisha,Brajrajnagar,42.01,64.73,13.34,1.66,1.84,7.26,Moderate
Odisha,Brajrajnagar,41.34,80.82,13.5,3.01,1.91,11.11,Moderate
Odisha,Brajrajnagar,32.02,62.15,13.96,3.05,1.9,9.81,Moderate
Odisha,Brajrajnagar,24.51,54.19,15.9,2.57,1.42,14.78,Low
Odisha,Brajrajnagar,38.5,82.94,17.82,2.61,1.93,11.09,Moderate
Odisha,Brajrajnagar,29.03,48.97,12.44,2.09,1.35,17.69,Low
Odisha,Brajrajnagar,21.27,46.44,13.23,2.73,1.07,19.36,Low
Odisha,Brajrajnagar,18.41,29.91,8.11,2.04,1.98,8.04,Low
Odisha,Brajrajnagar,22.96,59.93,12.97,2.19,1.87,7.29,Low
Odisha,Brajrajnagar,15.25,55.17,13.03,2.11,1.85,11.78,Low
Odisha,Brajrajnagar,15.74,30.03,11.52,1.9,1.88,12.39,Low
Odisha,Brajrajnagar,24.34,31.63,12.26,2.64,1.57,9.71,Low
Odisha,Brajrajnagar,5.08,12.24,12.55,2.15,1.59,7.07,Low
Odisha,Brajrajnagar,12.09,17.01,11.29,1.96,1.88,8.48,Low
Odisha,Brajrajnagar,8.11,23.2,10.83,1.31,1.24,10.99,Low
Odisha,Brajrajnagar,18.49,33.36,17.95,1.85,1.04,10.79,Low
Odisha,Brajrajnagar,15.75,25.12,13.29,1.87,1.84,9.69,Low
Odisha,Brajrajnagar,19.59,45.95,15.31,1.74,1.8,10.21,Low
Odisha,Brajrajnagar,23.11,55.16,12.06,2.16,1.87,8.4,Low
Odisha,Brajrajnagar,24.81,61.14,12.62,2.71,1.85,7.52,Low
Odisha,Brajrajnagar,33.21,81.2,12.05,3.13,1.97,7.5,Moderate
Odisha,Brajrajnagar,22.63,54.23,11.22,2.3,1.85,9.16,Low
Odisha,Brajrajnagar,18.88,69.94,11.43,2.88,1.81,10.18,Low
Odisha,Brajrajnagar,38.78,87.74,9.48,4.2,1.92,7.39,Moderate
Odisha,Brajrajnagar,31.14,72.59,11.45,2.57,1.78,8.11,Moderate
Odisha,Brajrajnagar,32.95,64.37,11.95,2.58,1.46,6.72,Moderate
Odisha,Brajrajnagar,25.71,60.58,11.38,3.14,1.02,8.53,Low
Odisha,Brajrajnagar,27.82,51.68,12.17,5.67,1.81,5.58,Low
Odisha,Brajrajnagar,24.73,56.46,8.74,3.16,0.88,6.18,Low
Odisha,Brajrajnagar,20.24,53.62,10.32,3.9,0.95,9.97,Low
Odisha,Brajrajnagar,20.5,50.9,11.74,2.28,1.42,8.46,Low
Odisha,Brajrajnagar,16.9,35.71,11.57,1.26,1.24,10.77,Low
Odisha,Brajrajnagar,21.23,31.73,7.52,1.41,1.79,6.22,Low
Odisha,Brajrajnagar,16.79,33.38,12.58,1.96,1.86,6.72,Low
Odisha,Brajrajnagar,18.61,25.47,11.4,1.41,0.91,4.54,Low
Odisha,Brajrajnagar,28.1,41.48,21.69,9.16,0.0,30.84,Low
Odisha,Brajrajnagar,11.49,17.06,8.03,1.2,0.94,8.06,Low
Odisha,Brajrajnagar,11.72,16.88,8.65,1.29,1.75,7.27,Low
Odisha,Brajrajnagar,11.3,18.72,8.23,1.07,1.85,5.28,Low
Odisha,Brajrajnagar,15.83,22.93,8.21,1.46,1.98,3.8,Low
Odisha,Brajrajnagar,17.03,21.22,6.32,1.95,1.82,5.94,Low
Odisha,Brajrajnagar,11.68,21.99,6.54,1.47,1.91,4.5,Low
Odisha,Brajrajnagar,9.51,18.82,10.73,1.08,1.78,4.09,Low
Odisha,Brajrajnagar,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Brajrajnagar,14.82,22.61,7.35,2.24,2.0,4.21,Low
Odisha,Brajrajnagar,9.9,23.73,7.87,1.26,1.85,4.45,Low
Odisha,Brajrajnagar,48.57,15.62,5.79,3.02,0.8,9.15,Low
Odisha,Brajrajnagar,2.54,95.68,11.17,3.71,1.82,7.41,Low
Odisha,Brajrajnagar,36.02,95.68,8.93,2.02,2.04,4.63,Moderate
Odisha,Brajrajnagar,35.2,95.68,12.75,2.17,2.03,4.14,Moderate
Odisha,Brajrajnagar,48.57,95.68,13.44,1.94,0.88,3.82,Moderate
Odisha,Brajrajnagar,13.05,18.03,8.4,2.84,1.95,5.75,Low
Odisha,Brajrajnagar,8.93,14.62,6.99,2.89,1.86,6.6,Low
Odisha,Brajrajnagar,26.93,68.24,9.0,3.63,2.05,7.55,Moderate
Odisha,Brajrajnagar,28.16,65.76,7.5,5.26,1.54,4.34,Low
Odisha,Brajrajnagar,43.12,108.51,8.02,6.15,2.0,5.27,High
Odisha,Brajrajnagar,23.19,53.79,9.02,6.14,1.97,3.46,Low
Odisha,Brajrajnagar,20.65,41.49,9.35,6.88,1.49,5.15,Low
Odisha,Brajrajnagar,12.39,27.67,11.89,7.8,1.73,7.7,Low
Odisha,Brajrajnagar,32.15,63.23,11.04,8.44,1.96,6.27,Moderate
Odisha,Brajrajnagar,39.35,68.75,9.97,9.04,1.83,6.69,Moderate
Odisha,Brajrajnagar,22.73,29.55,8.68,6.44,1.7,5.64,Low
Odisha,Brajrajnagar,32.21,52.24,7.26,6.42,1.92,4.36,Moderate
Odisha,Brajrajnagar,37.79,56.15,9.04,7.06,1.92,5.52,Moderate
Odisha,Brajrajnagar,21.99,42.74,11.0,7.06,1.95,5.8,Low
Odisha,Brajrajnagar,34.35,60.67,10.09,7.69,2.02,4.5,Moderate
Odisha,Brajrajnagar,30.32,68.46,12.19,7.15,2.0,6.12,Moderate
Odisha,Brajrajnagar,35.6,76.5,10.28,6.91,1.96,5.35,Moderate
Odisha,Brajrajnagar,29.62,65.62,10.32,5.64,0.27,4.45,Low
Odisha,Brajrajnagar,45.24,91.89,21.69,9.16,0.0,30.84,Moderate
Odisha,Brajrajnagar,33.73,79.79,11.29,8.32,1.11,7.01,Moderate
Odisha,Brajrajnagar,17.73,49.02,10.64,6.38,1.42,5.88,Low
Odisha,Brajrajnagar,25.45,56.18,21.69,9.16,0.0,30.84,Low
Odisha,Brajrajnagar,31.95,64.37,8.07,11.05,1.05,6.6,Moderate
Odisha,Brajrajnagar,17.5,28.45,6.65,10.54,1.93,4.78,Low
Odisha,Brajrajnagar,20.52,30.46,6.16,9.56,1.92,5.22,Low
Odisha,Brajrajnagar,15.34,24.82,8.23,9.58,1.97,4.0,Low
Odisha,Brajrajnagar,18.58,28.07,14.09,9.23,0.62,4.18,Low
Odisha,Brajrajnagar,21.44,35.1,10.22,24.97,1.04,5.46,Low
Odisha,Brajrajnagar,16.98,36.49,11.43,11.01,1.95,5.19,Low
Odisha,Brajrajnagar,25.9,40.09,14.16,9.07,1.87,4.52,Low
Odisha,Brajrajnagar,33.44,39.6,10.69,15.72,1.69,5.96,Moderate
Odisha,Brajrajnagar,19.52,33.04,11.98,9.14,1.91,5.74,Low
Odisha,Brajrajnagar,27.59,56.59,11.07,8.95,1.92,4.45,Low
Odisha,Brajrajnagar,33.54,79.84,4.44,8.64,1.51,4.74,Moderate
Odisha,Brajrajnagar,33.37,77.66,11.01,8.46,1.72,5.01,Moderate
Odisha,Brajrajnagar,37.4,78.65,8.67,8.09,2.0,3.94,Moderate
Odisha,Brajrajnagar,32.19,60.92,7.12,9.08,1.98,3.75,Moderate
Odisha,Brajrajnagar,15.64,40.1,5.24,9.55,1.95,5.29,Low
Odisha,Brajrajnagar,22.3,68.21,10.74,9.46,1.99,4.15,Low
Odisha,Brajrajnagar,34.26,78.19,11.38,10.41,2.04,4.84,Moderate
Odisha,Brajrajnagar,35.88,83.06,8.73,8.76,1.84,4.26,Moderate
Odisha,Brajrajnagar,23.5,52.79,9.36,8.21,1.5,5.41,Low
Odisha,Brajrajnagar,13.3,39.83,21.69,9.16,0.0,30.84,Low
Odisha,Brajrajnagar,19.4,38.72,4.85,8.77,1.24,4.05,Low
Odisha,Brajrajnagar,16.66,33.48,6.28,8.67,1.91,3.75,Low
Odisha,Brajrajnagar,15.27,30.81,5.87,9.07,2.01,3.71,Low
Odisha,Brajrajnagar,14.78,32.14,8.3,9.04,2.02,3.78,Low
Odisha,Brajrajnagar,16.93,27.1,13.28,9.56,1.9,5.1,Low
Odisha,Brajrajnagar,26.05,39.9,8.81,9.2,2.14,4.98,Low
Odisha,Brajrajnagar,32.16,96.99,8.45,9.12,2.17,4.86,Moderate
Odisha,Brajrajnagar,28.96,66.56,15.17,9.24,2.07,4.96,Moderate
Odisha,Brajrajnagar,27.41,74.47,10.3,9.1,2.03,5.22,Moderate
Odisha,Brajrajnagar,51.42,120.96,7.69,9.67,2.23,5.59,High
Odisha,Brajrajnagar,34.76,90.57,8.36,8.54,2.17,5.14,Moderate
Odisha,Brajrajnagar,30.55,61.86,7.86,8.36,2.06,5.55,Moderate
Odisha,Brajrajnagar,25.13,46.13,9.91,8.5,2.09,6.29,Low
Odisha,Brajrajnagar,25.41,45.92,8.59,8.64,1.68,4.26,Low
Odisha,Brajrajnagar,55.0,76.23,11.6,8.69,1.6,5.22,Moderate
Odisha,Brajrajnagar,26.48,63.49,21.69,9.16,0.0,30.84,Low
Odisha,Brajrajnagar,32.77,72.72,11.04,9.77,1.1,6.51,Moderate
Odisha,Brajrajnagar,28.89,57.42,10.42,9.01,2.02,4.42,Moderate
Odisha,Brajrajnagar,30.73,71.59,6.99,8.85,2.07,5.29,Moderate
Odisha,Brajrajnagar,39.96,86.42,6.33,8.96,1.62,6.63,Moderate
Odisha,Brajrajnagar,61.88,127.82,14.13,9.14,1.06,5.49,High
Odisha,Brajrajnagar,53.11,115.38,6.34,9.07,2.12,6.24,High
Odisha,Brajrajnagar,54.85,122.37,8.46,9.24,2.16,4.7,High
Odisha,Brajrajnagar,32.62,65.15,9.1,8.39,1.81,4.62,Moderate
Odisha,Brajrajnagar,35.99,73.18,12.77,8.87,2.11,4.4,Moderate
Odisha,Brajrajnagar,41.21,79.3,6.08,8.76,1.72,3.94,Moderate
Odisha,Brajrajnagar,20.53,37.45,9.73,8.88,2.16,4.78,Low
Odisha,Brajrajnagar,31.58,74.28,8.53,8.76,2.23,4.27,Moderate
Odisha,Brajrajnagar,32.15,60.91,11.54,8.79,2.17,4.23,Moderate
Odisha,Brajrajnagar,24.43,38.28,8.4,7.41,2.03,4.64,Low
Odisha,Brajrajnagar,23.14,30.81,7.08,7.02,2.04,4.89,Low
Odisha,Brajrajnagar,34.74,89.89,11.56,7.22,2.15,4.68,Moderate
Odisha,Brajrajnagar,29.75,60.55,5.35,8.68,1.88,3.75,Low
Odisha,Brajrajnagar,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Brajrajnagar,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Brajrajnagar,78.08,118.78,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,89.91,183.8,12.82,9.41,1.61,6.66,High
Odisha,Brajrajnagar,84.24,175.43,10.87,9.14,2.31,4.24,High
Odisha,Brajrajnagar,77.18,166.58,13.3,9.44,2.38,4.53,High
Odisha,Brajrajnagar,83.03,175.1,6.59,9.85,2.13,5.57,High
Odisha,Brajrajnagar,107.54,231.42,11.95,9.84,0.8,3.26,High
Odisha,Brajrajnagar,89.4,189.29,8.22,10.75,1.4,9.5,High
Odisha,Brajrajnagar,83.14,181.43,8.78,10.37,1.41,5.73,High
Odisha,Brajrajnagar,81.1,177.97,14.19,10.27,0.52,5.33,High
Odisha,Brajrajnagar,62.63,141.47,12.46,12.66,0.6,6.55,High
Odisha,Brajrajnagar,38.64,109.84,11.79,13.9,0.63,5.57,Moderate
Odisha,Brajrajnagar,43.3,95.82,3.84,14.83,0.31,5.48,Moderate
Odisha,Brajrajnagar,42.37,109.49,18.7,16.54,0.47,8.78,Moderate
Odisha,Brajrajnagar,60.96,144.97,11.75,16.66,0.62,5.66,High
Odisha,Brajrajnagar,57.49,133.85,13.4,16.25,0.64,8.23,Moderate
Odisha,Brajrajnagar,57.19,135.99,16.54,16.39,0.7,10.83,Moderate
Odisha,Brajrajnagar,58.09,130.12,20.33,16.09,0.74,13.46,Moderate
Odisha,Brajrajnagar,51.52,115.04,15.26,14.74,0.78,6.49,Moderate
Odisha,Brajrajnagar,79.1,162.45,13.89,14.44,0.39,9.05,High
Odisha,Brajrajnagar,76.72,171.91,18.41,13.49,0.49,5.87,High
Odisha,Brajrajnagar,50.88,132.67,13.95,13.49,0.87,7.45,Moderate
Odisha,Brajrajnagar,57.47,136.14,11.63,13.21,0.88,4.79,Moderate
Odisha,Brajrajnagar,69.64,148.15,10.03,12.73,0.89,4.75,High
Odisha,Brajrajnagar,88.71,182.05,12.97,12.72,0.92,5.0,High
Odisha,Brajrajnagar,86.71,175.56,9.92,12.71,0.96,5.92,High
Odisha,Brajrajnagar,66.14,118.67,6.85,11.92,0.97,5.16,High
Odisha,Brajrajnagar,98.46,195.77,13.04,12.01,0.97,6.9,High
Odisha,Brajrajnagar,88.94,193.69,9.81,11.97,0.81,5.02,High
Odisha,Brajrajnagar,47.74,158.7,11.19,11.32,1.02,5.95,High
Odisha,Brajrajnagar,129.09,226.22,12.03,12.18,1.09,7.43,High
Odisha,Brajrajnagar,102.32,194.1,12.24,12.3,0.51,3.7,High
Odisha,Brajrajnagar,78.96,159.2,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,70.08,136.96,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,63.24,136.41,14.98,9.94,0.65,5.09,High
Odisha,Brajrajnagar,75.53,166.11,13.2,11.07,1.17,4.67,High
Odisha,Brajrajnagar,64.22,129.06,14.92,11.69,1.13,5.21,High
Odisha,Brajrajnagar,54.83,120.83,15.09,12.63,0.85,8.04,Moderate
Odisha,Brajrajnagar,62.64,137.13,22.34,12.14,0.77,6.07,High
Odisha,Brajrajnagar,64.84,137.89,19.15,12.04,0.81,7.32,High
Odisha,Brajrajnagar,68.89,138.53,9.13,10.7,0.41,3.58,High
Odisha,Brajrajnagar,75.5,156.39,25.04,11.26,0.44,10.06,High
Odisha,Brajrajnagar,82.35,173.7,21.61,11.96,0.91,5.07,High
Odisha,Brajrajnagar,118.77,233.8,17.7,12.33,1.08,5.92,High
Odisha,Brajrajnagar,91.52,176.71,13.86,12.61,1.01,6.67,High
Odisha,Brajrajnagar,65.57,137.46,15.87,12.09,0.63,6.49,High
Odisha,Brajrajnagar,61.59,126.98,15.01,11.53,0.4,8.49,High
Odisha,Brajrajnagar,50.72,96.88,21.69,9.16,0.0,30.84,Moderate
Odisha,Brajrajnagar,37.19,73.79,21.69,9.16,0.0,30.84,Moderate
Odisha,Brajrajnagar,66.14,121.66,16.74,12.05,0.57,11.41,High
Odisha,Brajrajnagar,43.22,88.08,22.37,11.58,0.6,7.36,Moderate
Odisha,Brajrajnagar,38.79,87.3,17.32,12.21,0.57,5.87,Moderate
Odisha,Brajrajnagar,62.63,130.65,23.22,8.27,0.46,37.97,High
Odisha,Brajrajnagar,64.93,140.68,17.85,5.98,0.94,28.69,High
Odisha,Brajrajnagar,55.2,118.5,23.61,5.22,0.82,35.47,Moderate
Odisha,Brajrajnagar,48.17,104.52,20.22,5.58,0.87,26.37,Moderate
Odisha,Brajrajnagar,90.37,184.5,20.31,7.26,1.07,24.75,High
Odisha,Brajrajnagar,109.25,194.3,14.67,7.56,1.26,28.41,High
Odisha,Brajrajnagar,99.98,162.31,13.52,6.31,1.19,16.64,High
Odisha,Brajrajnagar,64.98,105.72,11.35,4.65,0.82,32.82,High
Odisha,Brajrajnagar,39.99,83.28,23.88,3.94,0.64,35.13,Moderate
Odisha,Brajrajnagar,82.67,157.49,26.01,3.73,0.82,25.93,High
Odisha,Brajrajnagar,66.67,133.61,21.09,4.36,0.97,27.86,High
Odisha,Brajrajnagar,63.03,129.29,24.51,3.13,1.1,33.37,High
Odisha,Brajrajnagar,42.75,81.36,18.45,2.86,1.19,40.09,Moderate
Odisha,Brajrajnagar,28.9,48.32,13.58,3.09,1.26,36.6,Low
Odisha,Brajrajnagar,34.82,51.35,15.66,3.35,1.33,30.32,Moderate
Odisha,Brajrajnagar,58.33,97.03,12.74,3.84,1.33,20.75,Moderate
Odisha,Brajrajnagar,67.62,129.98,9.65,3.08,1.45,25.55,High
Odisha,Brajrajnagar,49.74,108.41,15.99,3.32,1.45,26.9,High
Odisha,Brajrajnagar,68.28,140.98,21.59,4.94,1.48,23.88,High
Odisha,Brajrajnagar,69.26,116.9,16.87,4.34,1.54,28.24,High
Odisha,Brajrajnagar,76.66,108.79,10.8,4.14,1.52,24.27,High
Odisha,Brajrajnagar,56.23,91.1,15.1,4.19,1.14,17.32,Moderate
Odisha,Brajrajnagar,48.57,95.68,17.58,3.88,1.69,33.43,Moderate
Odisha,Brajrajnagar,48.57,95.68,19.02,4.11,1.71,30.9,Moderate
Odisha,Brajrajnagar,48.57,95.68,19.98,5.59,1.74,25.16,Moderate
Odisha,Brajrajnagar,125.88,263.62,23.2,5.63,1.29,38.55,High
Odisha,Brajrajnagar,115.69,209.26,26.74,8.53,0.82,26.83,High
Odisha,Brajrajnagar,108.99,195.21,20.64,6.95,0.84,35.7,High
Odisha,Brajrajnagar,101.29,189.61,25.34,6.45,0.86,28.69,High
Odisha,Brajrajnagar,83.82,184.33,15.4,6.23,0.85,27.36,High
Odisha,Brajrajnagar,89.78,154.57,17.0,5.37,0.89,27.66,High
Odisha,Brajrajnagar,69.42,125.86,22.11,4.62,0.87,37.69,High
Odisha,Brajrajnagar,83.39,158.93,31.01,5.69,0.87,24.53,High
Odisha,Brajrajnagar,104.47,184.67,19.5,6.26,0.87,26.39,High
Odisha,Brajrajnagar,91.23,160.68,14.01,5.11,0.9,26.95,High
Odisha,Brajrajnagar,68.34,133.71,17.51,4.56,0.54,29.78,High
Odisha,Brajrajnagar,61.65,134.25,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,60.24,126.56,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,70.6,145.59,22.61,4.98,0.39,41.49,High
Odisha,Brajrajnagar,74.93,153.51,21.22,5.54,0.88,27.18,High
Odisha,Brajrajnagar,78.91,143.98,13.72,4.77,0.89,26.71,High
Odisha,Brajrajnagar,59.9,127.63,12.47,5.34,0.87,31.09,Moderate
Odisha,Brajrajnagar,55.53,114.45,21.69,4.05,0.89,34.77,Moderate
Odisha,Brajrajnagar,54.18,127.55,16.45,4.43,0.85,34.02,Moderate
Odisha,Brajrajnagar,52.62,99.77,20.67,3.77,0.89,43.07,Moderate
Odisha,Brajrajnagar,109.14,242.49,27.47,6.09,0.86,31.21,High
Odisha,Brajrajnagar,69.43,139.05,24.04,8.79,0.88,19.51,High
Odisha,Brajrajnagar,65.97,117.63,17.13,8.81,0.84,24.26,High
Odisha,Brajrajnagar,71.77,144.14,12.53,6.7,0.5,18.56,High
Odisha,Brajrajnagar,52.91,106.4,15.17,4.45,0.01,23.6,Moderate
Odisha,Brajrajnagar,44.57,96.57,17.31,4.78,0.01,27.01,Moderate
Odisha,Brajrajnagar,57.83,126.56,16.09,4.67,0.01,42.22,Moderate
Odisha,Brajrajnagar,64.57,148.99,19.61,5.27,0.02,36.5,High
Odisha,Brajrajnagar,84.2,187.19,19.31,5.21,0.04,40.03,High
Odisha,Brajrajnagar,79.59,173.45,28.99,6.12,0.04,35.88,High
Odisha,Brajrajnagar,78.7,184.84,27.35,6.66,0.05,32.06,High
Odisha,Brajrajnagar,81.63,194.14,19.21,5.62,0.03,29.38,High
Odisha,Brajrajnagar,69.93,153.82,26.35,4.27,0.01,35.56,High
Odisha,Brajrajnagar,53.86,117.98,22.37,3.73,0.01,40.05,Moderate
Odisha,Brajrajnagar,62.05,144.59,23.73,4.49,0.02,34.47,High
Odisha,Brajrajnagar,66.86,156.78,22.93,5.32,0.02,35.68,High
Odisha,Brajrajnagar,79.45,184.8,28.87,11.05,0.04,29.0,High
Odisha,Brajrajnagar,82.41,185.18,23.77,9.58,0.04,30.76,High
Odisha,Brajrajnagar,70.64,152.08,20.87,5.77,0.05,34.49,High
Odisha,Brajrajnagar,91.15,180.05,23.05,7.63,0.05,37.78,High
Odisha,Brajrajnagar,76.21,163.07,21.41,6.54,0.05,43.29,High
Odisha,Brajrajnagar,66.04,186.21,16.9,3.5,0.05,28.73,High
Odisha,Brajrajnagar,33.53,45.85,14.46,4.48,0.05,33.81,Low
Odisha,Brajrajnagar,50.29,70.42,15.66,3.39,0.04,31.36,Moderate
Odisha,Brajrajnagar,55.53,91.46,19.35,2.69,0.03,37.23,Moderate
Odisha,Brajrajnagar,67.21,113.28,18.13,3.47,0.01,12.79,High
Odisha,Brajrajnagar,84.52,144.52,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,94.73,128.97,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,101.48,143.48,21.69,9.16,0.0,30.84,High
Odisha,Brajrajnagar,74.94,100.99,20.74,8.69,0.03,52.39,High
Odisha,Brajrajnagar,48.57,53.24,18.0,5.82,0.05,45.15,Moderate
Odisha,Brajrajnagar,48.57,32.15,17.88,4.57,0.04,32.64,Low
Odisha,Brajrajnagar,48.57,35.92,17.94,3.6,0.03,26.53,Low
Odisha,Brajrajnagar,48.57,32.85,12.39,3.1,0.01,30.47,Low
Odisha,Brajrajnagar,48.57,40.63,8.87,2.56,0.01,23.0,Low
Odisha,Brajrajnagar,66.18,39.13,14.48,5.07,0.07,55.49,Moderate
Odisha,Brajrajnagar,25.66,25.78,18.54,3.82,0.26,31.53,Low
Odisha,Brajrajnagar,34.62,34.73,14.63,2.73,0.24,36.27,Low
Odisha,Brajrajnagar,22.07,22.15,11.37,2.44,0.23,38.33,Low
Odisha,Brajrajnagar,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Brajrajnagar,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Brajrajnagar,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Brajrajnagar,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Brajrajnagar,80.27,220.65,6.38,4.12,0.29,59.1,High
Odisha,Brajrajnagar,64.95,178.22,3.13,3.84,0.3,51.13,High
Odisha,Brajrajnagar,57.92,132.86,4.77,4.08,0.3,45.05,Moderate
Odisha,Brajrajnagar,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Brajrajnagar,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Brajrajnagar,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Brajrajnagar,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Brajrajnagar,92.5,221.48,5.65,5.21,0.3,68.11,High
Odisha,Brajrajnagar,72.91,192.52,4.66,4.25,0.3,50.83,High
Odisha,Brajrajnagar,66.01,149.11,2.92,3.99,0.3,59.13,High
Odisha,Brajrajnagar,83.66,202.56,3.5,5.02,0.3,57.24,High
Odisha,Brajrajnagar,52.6,123.23,21.69,4.03,0.29,64.35,High
Odisha,Brajrajnagar,52.58,128.05,21.69,3.65,0.29,55.02,High
Odisha,Brajrajnagar,49.81,118.62,21.69,4.26,0.28,65.48,High
Odisha,Brajrajnagar,65.44,164.64,21.69,4.92,0.28,60.83,High
Odisha,Brajrajnagar,59.92,163.12,21.69,4.65,0.28,73.85,High
Odisha,Brajrajnagar,74.14,202.5,21.69,4.14,0.29,53.76,High
Odisha,Brajrajnagar,71.91,187.2,21.69,3.8,0.3,63.94,High
Odisha,Brajrajnagar,64.28,162.17,21.69,4.28,0.31,72.79,High
Odisha,Brajrajnagar,56.63,106.43,21.69,4.29,0.3,97.06,High
Odisha,Brajrajnagar,92.54,242.21,21.69,4.3,0.3,46.65,High
Odisha,Brajrajnagar,81.29,175.78,21.69,4.64,0.31,59.52,High
Odisha,Brajrajnagar,51.22,93.4,21.69,4.89,0.31,77.56,Moderate
Odisha,Brajrajnagar,101.41,140.84,21.69,5.74,0.41,33.27,High
Odisha,Brajrajnagar,90.45,149.84,21.69,5.7,0.33,59.21,High
Odisha,Brajrajnagar,93.45,197.74,21.69,5.26,0.33,73.03,High
Odisha,Brajrajnagar,86.2,187.5,21.69,5.55,0.34,38.92,High
Odisha,Brajrajnagar,76.67,198.38,21.69,5.13,0.35,30.84,High
Odisha,Brajrajnagar,89.36,218.21,21.69,4.94,0.35,30.84,High
